APOGEE_ID,APOKASC2_AGE,APOKASC2_AGE_MERR,APOKASC2_AGE_PERR,DR16_ALP_M_COR,DR16_ALP_M_COR_ERR,DR16_FE_H,DR16_FE_H_ERR,DR16_M_H_COR,DR16_M_H_COR_ERR,DR16_O_FE,DR16_O_FE_ERR,ASTRONN_AGE,ASTRONN_AGE_ERR,TEFF,ASTRONN_TEFF_ERR,ASTRONN_LOGG,ASTRONN_LOGG_ERR,ASTRONN_C_H,ASTRONN_C_H_ERR,ASTRONN_N_H,ASTRONN_N_H_ERR,ASTRONN_O_H,ASTRONN_O_H_ERR,ASTRONN_TI_H,ASTRONN_TI_H_ERR,ASTRONN_FE_H,ASTRONN_FE_H_ERR,STARHORSE_M_H,STARHORSE_M_H_MERR,STARHORSE_M_H_PERR,ASTRONN_C_N,ASTRONN_C_N_ERR,ASTRONN_O_FE,ASTRONN_O_FE_ERR,AGE_DIFF
2M19131087+4320110,15.066071,3.742067,1.7994596,0.151479,0.00848057,-0.45430154,0.008724904,-0.44079155,0.007820189,0.24917498,0.016449235,6.414320149245265,1.866478870251818,4774.116,35.66892,2.2541282,0.072349876,-0.47410148,0.025572084,-0.28109464,0.026619708,-0.23389709,0.035305485,-0.40932578,0.04316737,-0.49446505,0.028942158,-0.34712058,0.003149569,0.014385462,-0.19300684,0.036912605,0.26056796,0.045652226,-8.65175040739536
2M19415193+4328175,14.588142,5.5308166,3.153752,0.050513,0.007238382,-0.27967155,0.007902541,-0.26410154,0.0069538085,0.09252001,0.011474999,5.013241443906081,1.4146319678137536,4520.202,21.375566,1.9541544,0.051064804,-0.33888417,0.01820448,-0.07113117,0.015895091,-0.19638897,0.0217959,-0.3001559,0.03920317,-0.2980076,0.019931309,-0.23338613,0.008652896,0.0029730052,-0.267753,0.024167273,0.10161863,0.029535037,-9.57490095111345
2M19502398+4332263,13.304544,5.9084916,4.5603313,-0.0009029992,0.005689466,0.08482845,0.0069304877,0.10190845,0.005942241,0.029145002,0.007373685,6.412398651812842,2.29629715466582,4264.781,23.463697,1.8927734,0.055846285,0.09492746,0.028627781,0.35688132,0.043883976,0.14895824,0.032518975,0.15177885,0.040234458,0.08417753,0.025016604,0.10241267,0.0023618937,0.0023062825,-0.26195386,0.05239612,0.064780705,0.041028213,-6.892145797039697
2M19104481+4339160,16.292961,5.0209856,1.3268001,0.209709,0.0078068767,-0.41196156,0.008720915,-0.39651155,0.0075961147,0.24650499,0.011166721,8.308971402856512,1.7973378828836821,4388.627,17.830029,1.7574352,0.049811672,-0.33771673,0.0162856,-0.24992475,0.026392544,-0.14058895,0.025740653,-0.2909247,0.03940453,-0.42825565,0.023406615,-0.23971836,0.009144977,0.0069042593,-0.08779198,0.031012693,0.28766668,0.034791533,-7.9839897177489565
2M19271022+4340286,17.179085,5.1009455,7.255222,0.24186899,0.008767422,-0.60190153,0.009528635,-0.59449154,0.008323639,0.268345,0.012711585,10.085447213193252,2.5500727862603823,4391.8154,25.347889,1.7507569,0.082129285,-0.58216757,0.03287069,-0.43578213,0.03383984,-0.32926112,0.029113188,-0.50655776,0.04649311,-0.65620667,0.03271216,-0.41574425,0.0055958927,0.016920984,-0.14638543,0.047176447,0.32694554,0.043791134,-7.0936375646387795
2M18540264+4345148,12.971793,5.6772175,4.6885853,0.212699,0.0077662906,-0.41673154,0.00854314,-0.39381155,0.0074716187,0.247965,0.011516786,5.7803270098149895,2.026393878549321,4432.777,20.626614,1.8522369,0.059867214,-0.42758712,0.029123148,-0.08189808,0.029708581,-0.1352166,0.025828686,-0.27738935,0.036330517,-0.42237484,0.022175593,-0.23247243,0.009383321,0.007927164,-0.34568906,0.041602373,0.28715825,0.034042295,-7.191466164928663
2M19374172+4343272,12.133888,2.6059268,3.141772,0.020007998,0.00586314,0.12509845,0.006514162,0.14052846,0.005775847,0.020583004,0.010615798,6.586786904839384,1.3775011440642917,4664.775,21.500443,2.4163306,0.040090796,0.16959244,0.04393599,0.13669965,0.031025918,0.12836206,0.02069061,0.10593332,0.025848925,0.0902356,0.01865127,0.105684,0.0010830238,0.017376065,0.032892793,0.05378642,0.03812646,0.02785626,-5.547101339789522
2M20004167+4346434,17.458221,5.5183406,0.4066542,0.146499,0.007235466,-0.29255155,0.008132482,-0.28208154,0.007083397,0.17685501,0.010428743,7.799201730732895,1.8556876180950688,4400.0674,16.54951,1.8314173,0.048996035,-0.2600086,0.014394243,-0.14747344,0.018792639,-0.07463491,0.020349713,-0.19453256,0.031769965,-0.32296458,0.019774277,-0.18061677,0.0065707266,0.006596163,-0.112535164,0.023671871,0.24832967,0.028374862,-9.65901970481398
2M18503970+4348411,17.660378,4.71842,6.438676,0.191029,0.0074565453,-0.34445155,0.008571507,-0.33563155,0.00740449,0.221195,0.010022713,8.313646577993685,2.0539941843706577,4303.6553,18.775469,1.6799791,0.05021206,-0.24100025,0.019143851,-0.16490342,0.017071832,-0.1000076,0.02222504,-0.19969489,0.03432687,-0.36350685,0.01953845,-0.1818072,0.007607937,0.012886375,-0.07609683,0.025650233,0.26349926,0.029592285,-9.346730924447721
2M18592881+4358123,17.538805,5.4328237,7.870922,0.048373,0.0065572155,-0.13262154,0.0075108293,-0.12241155,0.0065286555,0.07256399,0.009379882,7.943258331543644,1.5278768254992636,4363.929,14.405273,1.8631253,0.039110817,-0.13650216,0.0146005,-0.10106449,0.024326826,-0.052884094,0.020659082,-0.11050996,0.029797835,-0.14445718,0.014825144,-0.099573046,0.010650985,0.0071804747,-0.035437673,0.028371977,0.09157308,0.025427988,-9.595546676390926
2M19015464+4357368,15.667511,7.7607245,1.9522498,0.179859,0.0087527605,-0.5714716,0.009157278,-0.56707156,0.008107829,0.25069502,0.014393264,8.448723158036286,2.627368893185729,4583.109,35.63842,1.8317837,0.079224996,-0.6182514,0.031431783,-0.42255375,0.029855208,-0.34840807,0.03901229,-0.53948236,0.043236583,-0.64151573,0.029956793,-0.45145506,0.002738297,0.0061757565,-0.19569764,0.043350782,0.29310766,0.049187075,-7.218787828291839
2M19070363+4355076,16.032454,6.2149744,1.709441,0.234769,0.0077131246,-0.37619156,0.010025284,-0.35364154,0.008361075,0.26235503,0.008173843,9.918244281837534,2.203264613341184,3977.4531,28.28939,1.2680097,0.071985,-0.23713164,0.029807989,-0.22878316,0.03307128,-0.09065477,0.03276042,-0.113303564,0.06033934,-0.38135892,0.030904945,-0.15457122,0.007797286,0.022018015,-0.00834848,0.044522192,0.29070416,0.045037325,-6.11420925514977
2M19125679+4358358,17.100153,6.285814,0.64174163,0.243879,0.011905927,-0.69563156,0.013205263,-0.68768156,0.011833097,0.284325,0.02049702,9.625136850648476,3.1047682832503534,4519.2925,33.909683,1.7369905,0.08809333,-0.719617,0.05168342,-0.586829,0.046119638,-0.41066745,0.039900947,-0.6153179,0.08207251,-0.7342199,0.039973386,-0.49510184,0.013686329,0.014212638,-0.132788,0.06926902,0.32355246,0.056479707,-7.475016118711876
2M19170163+4356426,17.498466,4.1325116,0.080769256,0.035676003,0.0064170724,-0.090171546,0.008441118,-0.067616545,0.0070555424,0.06946,0.0069412095,7.964590719375586,2.982828249765664,3988.2637,23.673117,1.3248549,0.05934701,-0.08114013,0.029096372,0.13584381,0.030587012,0.01218306,0.031636063,0.026286881,0.055232037,-0.07329457,0.030234586,-0.05027436,0.013428066,0.0048569627,-0.21698394,0.042215686,0.085477635,0.043760378,-9.533875772323633
2M19415838+4402412,15.381546,5.5414352,2.1976898,0.188579,0.007106165,-0.26138154,0.008606446,-0.25315154,0.007334718,0.208485,0.008681337,8.292504320278034,2.2912017428734166,4168.7485,17.859495,1.6549479,0.05772264,-0.15424606,0.026414081,-0.09499598,0.021747896,-0.03541047,0.023575947,-0.04949034,0.054827053,-0.2898008,0.023425706,-0.13646272,0.0041526556,0.021683864,-0.05925008,0.034215122,0.25439033,0.033235356,-7.089041700229778
2M19083530+4412098,17.458221,5.897099,0.20215668,0.085319,0.0070985616,-0.26139155,0.00857922,-0.25192153,0.0073161176,0.10392502,0.008710538,7.541773738026567,2.2124988954595843,4161.7515,15.9635,1.4788917,0.04712437,-0.25457147,0.018162217,-0.113093786,0.023584358,-0.16863334,0.024482373,-0.18694979,0.045801975,-0.2685795,0.022142472,-0.20306063,0.010065839,0.01597245,-0.14147767,0.029767232,0.09994617,0.033010233,-9.916447697520308
2M19193032+4413045,13.995873,3.6444516,3.4221954,0.050697997,0.006404991,-0.090438545,0.007401327,-0.08573355,0.006421342,0.074527994,0.009036228,7.186203514575919,2.3604885843678294,4358.117,16.117292,1.8771095,0.046028163,-0.099551514,0.017969748,0.05738179,0.017310668,-0.012810748,0.019348664,-0.069691375,0.03373648,-0.10696109,0.019272523,-0.051339373,0.017803453,0.0029166788,-0.15693331,0.024951374,0.094150335,0.027309356,-6.8096699366569915
2M19224487+4417250,17.579237,4.6967406,0.040524326,0.028384,0.0071120905,-0.24771155,0.007837084,-0.24108155,0.00687843,0.067599,0.011014134,5.102929907874053,1.724181824231494,4500.9116,22.843388,1.9547902,0.059600573,-0.2913142,0.018331155,-0.052344292,0.016816713,-0.15225813,0.024855556,-0.24698597,0.03598076,-0.27304122,0.021676846,-0.21745723,0.016181454,0.0053462684,-0.23896992,0.024876356,0.12078309,0.03298006,-12.476307076378877
2M19190958+4422091,14.996848,5.019848,2.6635299,0.053383,0.006663507,0.084459454,0.008087692,0.11017845,0.0070982366,0.083033994,0.010224088,7.802086437552671,1.6475611938075827,4391.48,23.495136,2.329742,0.074628346,0.18175694,0.041256923,0.3282123,0.036508895,0.20705362,0.033105217,0.1963925,0.046213996,0.0813138,0.026304103,0.117822826,0.0008087382,0.013911426,-0.14645535,0.055091135,0.12573981,0.042283107,-7.194761668831607
2M19290586+4423463,12.912192,1.7948755,1.8788911,0.0073679984,0.0056666117,0.18249846,0.0063487925,0.18633845,0.005617875,0.0026710033,0.010042829,6.312291872571814,1.8729668011120135,4628.4995,24.973871,2.3617806,0.05178547,0.19615215,0.041504048,0.20666082,0.031201273,0.14167665,0.02818439,0.11707577,0.036829945,0.121219374,0.022720827,0.16735981,0.022645906,0.0007801503,-0.010508671,0.051924035,0.020457275,0.03620215,-6.599900472093713
2M19304405+4420384,15.205475,1.6535811,0.790105,-0.012467001,0.005545191,0.22792844,0.0062276465,0.23628846,0.00551771,-0.03737399,0.010077542,6.735594103372701,2.0265948265009652,4656.0137,28.339375,2.4015436,0.053244874,0.2303192,0.044833697,0.28035358,0.031182503,0.15218368,0.026615255,0.16149503,0.030695874,0.15090857,0.024607925,0.18874994,0.00054235756,0.001211971,-0.050034374,0.054611437,0.0012751073,0.036248058,-8.469880750142924
2M19433436+4425435,15.81248,5.7663226,1.6859865,0.117249,0.006290381,-0.05794555,0.008301062,-0.03572255,0.00693666,0.14684801,0.0067987186,8.1767222565008,2.8926608290797327,3974.888,27.510664,1.3185011,0.06643371,-0.010815769,0.035459395,0.1521912,0.03251195,0.069773346,0.038318925,0.08626042,0.07229838,-0.052372955,0.03399095,0.021537745,0.01699016,0.0043269377,-0.16300698,0.048108168,0.1221463,0.051222306,-7.635757716338555
2M19532974+4439555,13.4276495,4.0951066,4.192111,0.085609,0.007203681,-0.27748156,0.008869451,-0.27017155,0.007520857,0.11155501,0.008498078,7.094257730055698,2.6758936540398612,4109.8506,18.625187,1.3866099,0.051464017,-0.2573927,0.017145962,-0.043892834,0.020218978,-0.13055936,0.024124699,-0.2014132,0.037942305,-0.26250476,0.020885177,-0.22279899,0.0027535558,0.003230244,-0.21349987,0.026510207,0.1319454,0.031909116,-6.3333917679301415
2M20001401+4436356,9.099133,3.54009,6.933321,0.016183998,0.006671694,-0.16277155,0.0075921677,-0.14926155,0.006608736,0.036551,0.009645199,4.060452771181957,1.7536850203685237,4388.309,17.625076,1.8626252,0.043666027,-0.2715129,0.01987418,0.055173278,0.014504105,-0.11190653,0.018383661,-0.17034946,0.035997424,-0.18028522,0.01539809,-0.15449809,0.0005579293,0.008165017,-0.32668617,0.024603905,0.06837869,0.02398041,-5.03867976665984
2M20023180+4436091,14.387986,7.97589,3.2723925,0.012033999,0.006739242,-0.17520155,0.0076140943,-0.16323155,0.006640935,0.040430993,0.009904708,4.697680008495688,1.4128385066254665,4413.8696,24.922709,1.865116,0.055881232,-0.2918131,0.022952517,0.059926618,0.021248883,-0.14428957,0.024401262,-0.18665603,0.042698037,-0.19661981,0.020232795,-0.17337257,0.0036692321,0.012851104,-0.35173973,0.031278316,0.05233024,0.031698383,-9.690306174670816
2M19453944+4453597,12.823306,5.4102035,4.675161,0.024241,0.005447111,0.17908846,0.0074828495,0.20179845,0.006213003,0.050851002,0.00569266,6.659900119641586,3.5251886141116056,3923.6218,36.081516,1.4231081,0.07162991,0.2125692,0.044649985,0.39622748,0.044883598,0.20709051,0.04193512,0.39321512,0.10040433,0.16322635,0.041725066,0.21056537,0.0016030371,0.001330182,-0.18365827,0.06331002,0.04386416,0.059156872,-6.163405964037613
2M18540924+4456536,16.634127,5.7698703,1.0262517,0.079238996,0.007935567,-0.17782155,0.00950013,-0.17233154,0.008320318,0.10622501,0.011755812,7.50811924261082,2.0635055913910563,4326.9937,14.6168165,1.8072221,0.041116904,-0.17665648,0.013108105,0.0036398307,0.015845006,-0.0640939,0.023005731,-0.12715608,0.03633725,-0.16823696,0.016775742,-0.12999384,0.003694132,0.012990549,-0.18029632,0.020564208,0.10414305,0.028472604,-9.126007420597187
2M18574923+4504214,17.579237,0.51841223,0.20355797,0.18835899,0.011489743,-0.63976157,0.012627514,-0.61248153,0.011378519,0.27334502,0.020967586,9.063200381259874,3.5029906100111208,4568.936,32.59831,1.8302456,0.07720089,-0.64188486,0.042115048,-0.415025,0.037867293,-0.33796945,0.02986386,-0.5283104,0.048181575,-0.6364926,0.031940453,-0.46781117,0.014487237,0.0119663775,-0.22685987,0.056635756,0.29852316,0.04372691,-8.516036602993056
2M18575884+4509290,15.417005,4.1709547,2.0814624,0.150929,0.0077222437,-0.18051155,0.008516244,-0.15825155,0.007615369,0.221085,0.014242628,7.2482169740420215,1.3975697209760085,4671.8306,22.918598,2.4021282,0.05680725,-0.053629667,0.029211024,-0.017879933,0.016478926,0.053644482,0.021861339,-0.04630952,0.034048785,-0.1992443,0.019147905,-0.025171652,0.009594396,0.0056680683,-0.035749733,0.033538617,0.2528888,0.029061321,-8.168787611224092
2M18575942+4517479,12.618276,1.703872,2.037203,0.040931,0.0072707776,-0.30530155,0.0083626425,-0.29459155,0.0072296616,0.064610004,0.009852215,6.8518131475790325,1.9593594730610617,4311.4644,14.987924,1.7654488,0.047351953,-0.31509787,0.014949922,-0.17544991,0.017700696,-0.21223696,0.022474451,-0.28087285,0.038476903,-0.32650602,0.018242093,-0.26583043,0.0030764043,0.00083237886,-0.13964796,0.023169264,0.11426906,0.028946068,-5.766462494815987
2M18534520+4529296,13.396767,2.9254813,2.3430617,0.038958997,0.007658343,0.033322453,0.008643596,0.03961445,0.007814955,-0.0077182036,0.016487377,6.888344030314649,1.2852776281381202,4770.9717,25.579063,2.4654422,0.043332618,0.013465375,0.023058135,0.04595465,0.018719312,0.040108006,0.019831896,-0.0018930789,0.024058886,-0.007466933,0.017851537,0.044352144,0.00050389767,0.0005026981,-0.032489274,0.029700004,0.04757494,0.02668298,-6.508422632283008
2M19523152+4527333,10.939564,3.0691059,4.836549,-0.014412001,0.005217386,0.27619845,0.0059795836,0.29730844,0.0052615996,-0.015605003,0.008731763,4.230471626019915,1.356037382945172,4590.344,28.441696,2.422941,0.06262526,0.25458333,0.043082654,0.5472852,0.058083933,0.24186598,0.03000515,0.28144768,0.0460555,0.22103067,0.028808773,0.25072813,0.0013581514,0.0004903972,-0.29270187,0.07231776,0.02083531,0.041596327,-6.7090921252007885
2M19070280+4530112,17.538805,7.0191865,11.702719,0.031570002,0.006552202,-0.12787154,0.007394198,-0.11372155,0.0064601186,0.06392399,0.009812719,5.73762249381201,1.532810676662132,4433.478,19.158722,1.953181,0.04605346,-0.1532335,0.014714033,0.06997759,0.013164076,-0.05527263,0.018033544,-0.12764984,0.03480784,-0.13861835,0.014820745,-0.1006349,0.0026511103,0.008436017,-0.22321108,0.019743245,0.08334572,0.023342304,-11.80118251412256
2M20031387+4541150,16.74943,5.55505,1.1566298,0.0059859976,0.0055508814,0.13537845,0.007324827,0.15669845,0.00614421,0.02945,0.006179716,7.171943392458331,3.1368317397707544,4035.6106,26.349625,1.5955453,0.06299977,0.15273783,0.038686175,0.31608576,0.035898235,0.1862797,0.03540893,0.28814992,0.08036448,0.10999862,0.03213641,0.15828376,0.0,0.0,-0.16334793,0.052775975,0.07628108,0.04781779,-9.577486310300458
2M18592279+4544287,14.454398,4.904472,2.8039813,0.063331,0.008373671,-0.51015157,0.009378143,-0.50447154,0.00814659,0.09306502,0.011642034,6.557981968704364,2.3811823633715807,4344.295,20.001244,1.6863347,0.0519775,-0.4829015,0.019912336,-0.29586667,0.018152528,-0.35959953,0.024402741,-0.51216245,0.04568187,-0.52000153,0.022228554,-0.4538822,0.0037026107,0.02635318,-0.18703485,0.026944673,0.160402,0.033009127,-7.896416186508039
2M19231293+4545503,13.551894,3.1287198,3.5089297,0.048782,0.0057765027,0.14551845,0.0069653834,0.16421846,0.0060423687,0.079779,0.008195386,8.114603320458862,1.9863275422009266,4343.425,22.097065,2.2432826,0.07601673,0.21507528,0.044692576,0.3522735,0.036921747,0.22222511,0.035644047,0.25150228,0.049010452,0.115651436,0.026795426,0.16001257,5.157292e-05,0.00036726892,-0.13719821,0.05797104,0.10657368,0.044592522,-5.437290867468384
2M20003808+4545586,14.521116,4.4749584,2.7770474,0.039971,0.005876981,0.034078453,0.0074686226,0.05635045,0.0063187266,0.064183995,0.00690413,5.072120072291835,2.6621464924413725,4094.9001,22.369562,1.6146257,0.050138447,0.0059887767,0.024321303,0.23894686,0.030982614,0.06350481,0.02720413,0.14020506,0.06389813,0.01667344,0.022679016,0.058420297,0.0023290105,0.0015534721,-0.23295808,0.039388426,0.04683137,0.035417546,-9.448996184422032
2M19384127+4549272,14.927944,5.3560033,2.85485,0.012862999,0.0057728263,0.07100045,0.0072803632,0.08260045,0.006176328,0.035763003,0.0069176177,6.715362899609727,2.667377314223539,4130.436,24.468245,1.6921086,0.05376947,0.06894815,0.029529639,0.24060883,0.02787206,0.121212564,0.032972023,0.17296815,0.06084018,0.05330158,0.02527166,0.101884365,0.0006070584,0.003497325,-0.17166068,0.040606048,0.067910984,0.04154288,-8.212581283739883
2M18482877+4606500,17.179085,3.470266,0.19892442,0.22430901,0.01282813,-0.78625154,0.013252989,-0.7768415,0.012112578,0.46923503,0.027595688,9.346876155554849,3.385350746461213,4750.3813,62.36502,1.9506124,0.122817606,-0.8308183,0.07059233,-0.6353016,0.061453562,-0.48252267,0.065688655,-0.7583607,0.07144922,-0.8258868,0.055591673,-0.6075957,0.01568979,0.018954873,-0.1955167,0.093593895,0.34336412,0.08605483,-7.832208622277182
2M19392900+4613349,11.994993,3.522719,3.6725178,-0.015395001,0.00688829,0.033984452,0.007579038,0.03970145,0.006802934,-0.046015,0.0144071765,4.824794743300968,0.9615982686544754,4830.2183,27.32008,2.4986165,0.04966006,-0.04799354,0.017677559,0.042921327,0.024476742,0.017725032,0.0203891,-0.033267476,0.027749429,-0.013428947,0.018966975,0.004516407,0.00040890044,0.00047554402,-0.09091487,0.03019283,0.031153979,0.02784711,-7.170198466537899
2M19181886+4619089,13.995873,4.770159,3.5833628,0.138009,0.007595354,-0.091104545,0.008705463,-0.080692545,0.0077480073,0.178267,0.013132347,8.651543573446963,1.6619001256664803,4563.185,27.067354,2.1825364,0.05468237,0.040581226,0.038513858,-0.07494946,0.030595569,0.050145138,0.028186914,-0.0018635481,0.034366187,-0.1337753,0.02295403,-0.016278205,0.00097102486,0.021163404,0.115530685,0.04918746,0.18392043,0.03635092,-5.344329877785947
2M19194578+4619275,11.721953,3.0323493,3.8377028,0.191259,0.009311203,-0.41194156,0.009686307,-0.39441153,0.0087616425,,,4.246435129688197,2.0695723252981324,5008.7417,46.154106,2.471154,0.085506946,-0.35408047,0.027960181,-0.15558498,0.053003132,-0.14402266,0.056676,-0.40253937,0.043343917,-0.48314288,0.036040287,-0.31477705,0.0009344816,0.021558672,-0.19849549,0.059925817,0.3391202,0.06716451,-7.475518262340612
2M19000838+4626085,17.498466,4.821948,0.080769256,0.179789,0.006459355,-0.09978155,0.008199365,-0.09116155,0.0069183037,0.192615,0.007416133,7.918796695440328,2.6870854453046005,4059.8992,24.830976,1.400361,0.062244996,-0.02016902,0.036576506,0.13512385,0.031482514,0.057589445,0.037090227,0.044281002,0.061748903,-0.10698003,0.030254181,0.006970862,0.0117177125,0.008965716,-0.15529287,0.048259605,0.16456948,0.047864396,-9.57966979625889
2M19012595+4628468,14.927944,4.163292,2.6918163,0.225509,0.00728871,-0.27707154,0.009710383,-0.25562155,0.008059546,0.254145,0.007521843,9.088978701181505,2.805663075800487,3943.116,26.959593,1.2444395,0.06627344,-0.12760714,0.039734323,-0.08204238,0.0289653,0.019353632,0.03733691,0.013165915,0.076919034,-0.28303704,0.031642854,-0.062332522,0.00032160804,0.00032151118,-0.045564756,0.049171183,0.30239066,0.048941955,-5.8389654821681045
2M19502672+4625332,11.376273,5.4878364,6.243488,0.045524,0.0069063883,-0.22120155,0.008349274,-0.20858155,0.0071259947,0.071364,0.008538913,6.005259782619169,2.511769725465187,4163.182,16.6835,1.4983131,0.04970095,-0.26014018,0.017897757,-0.008233634,0.017211678,-0.15554123,0.018931653,-0.20928872,0.03696966,-0.23965994,0.020256368,-0.19477582,0.0030649453,0.0005322993,-0.25190654,0.024830857,0.08411871,0.027725944,-5.371013372593233
2M19083670+4630083,17.579237,5.5010977,0.0,0.250789,0.01025082,-0.39484155,0.0115004815,-0.38117155,0.01038976,0.30059502,0.01951681,8.80343810420573,1.5581384740992392,4651.3794,33.521904,2.2062924,0.066908546,-0.39535642,0.032364935,-0.2181244,0.030763358,-0.03157837,0.03774559,-0.20429944,0.069086224,-0.37233907,0.027254447,-0.21514,0.019540131,0.013471767,-0.17723201,0.04465281,0.3407607,0.04655679,-8.7757988800472
2M19091508+4636340,15.703628,5.65747,2.1201596,0.208079,0.0075193434,-0.33400154,0.009456642,-0.32916155,0.007961977,0.224925,0.008453915,9.738353563232257,2.6186634972944685,4043.1226,22.364328,1.280826,0.060050093,-0.22921179,0.024790853,-0.12636353,0.023090826,-0.086576074,0.025703726,-0.13205679,0.046929188,-0.33083653,0.027418336,-0.16457897,0.0040596575,0.010625824,-0.10284826,0.033878792,0.24426046,0.03758253,-5.965274023132489
2M19370831+4643235,12.16186,6.0524397,5.417376,0.017908,0.0063675833,-0.08696055,0.0072565805,-0.06987955,0.006326677,0.035957,0.0093853725,5.6081850942574,1.5530400898789352,4410.0825,17.63589,1.9460231,0.044429082,-0.11055944,0.016562566,0.10860967,0.01811763,-0.038900685,0.021111334,-0.079301,0.034922805,-0.09837523,0.016208105,-0.06812542,0.003570497,0.0025970116,-0.21916911,0.024547242,0.059474546,0.026615618,-6.553675371746018
2M19485856+4646322,13.152248,2.3379087,2.5513797,0.001800999,0.007838576,0.071438454,0.009049669,0.07105045,0.008188237,0.020396993,0.016331129,7.5116607602766745,1.6166366690865581,4729.405,31.50939,2.4171596,0.061711617,0.013950974,0.028617306,0.014189395,0.034384258,0.018807512,0.026199708,-0.030747315,0.0347524,-0.013339302,0.027184425,0.02135155,0.005244918,0.015724782,-0.00023842137,0.044735078,0.03214681,0.037754703,-5.640587622291685
2M19573725+4643516,10.715193,5.117617,7.067601,-0.013285,0.005117773,0.29179844,0.0059208637,0.31554845,0.005193495,-0.0013989806,0.008274023,5.160514810556979,1.6656069711044206,4552.9775,30.532341,2.4013705,0.06919936,0.28396073,0.04313401,0.57541883,0.06143376,0.2795845,0.035030358,0.2990357,0.036314424,0.23819469,0.031909514,0.28747702,0.03440702,0.016714454,-0.2914581,0.0750643,0.041389808,0.04738505,-5.554677984242826
